Id,Label,Family,sourceTaxonName,targetTaxonFamilyName
1129,Hyalomma anatolicum,Ixodidae,1.0,
1130,Hyalomma lusitanicum,Ixodidae,1.0,
1131,Hyalomma truncatum,Ixodidae,1.0,
1132,Hydrilla verticillata,Hydrocharitaceae,1.0,
1133,Hydrocotyle incrassata,Apiaceae,2.0,
1134,Hydromys chrysogaster,Muridae,2.0,
1135,Hydropotes inermis,Cervidae,2.0,
1136,Hyla arborea,Hylidae,1.0,
1137,Hyla squirella,Hylidae,2.0,
1138,Hylobates lar,Hylobatidae,2.0,
1139,Hylocichla mustelina,Turdidae,1.0,
1140,Hymenocallis littoralis,Amaryllidaceae,1.0,
1141,Hypanus guttatus,Dasyatidae,1.0,
1142,Hypereteone lighti,Phyllodocidae,2.0,
1143,Hypsoblennius gentilis,Blenniidae,4.0,
1144,Hypsopsetta guttulata,Pleuronectidae,9.0,
1145,Hyriopsis cumingii,Unionidae,1.0,
1146,Ichneumia albicauda,Herpestidae,1.0,
1147,Ictalurus punctatus,Ictaluridae,2.0,
1148,Icterus bullockii,Icteridae,1.0,
1149,Icterus dominicensis,Icteridae,1.0,
1150,Icterus galbula,Icteridae,3.0,
1151,Ictidomys parvidens,Sciuridae,1.0,
1152,Ictinia mississippiensis,Accipitridae,2.0,
1153,Iguana iguana,Iguanidae,1.0,
1154,Ilypnus gilberti,Gobiidae,8.0,
1155,Indoplanorbis exustus,Planorbidae,1.0,
1156,Indri indri,Indriidae,2.0,
1157,Isoodon obesulus,Peramelidae,1.0,
1158,Ixodes affinis,Ixodidae,1.0,
1159,Ixodes canisuga,Ixodidae,1.0,
1160,Ixodes granulatus,Ixodidae,1.0,
1161,Ixodes hexagonus,Ixodidae,1.0,
1162,Ixodes minor,Ixodidae,1.0,
1163,Ixodes ovatus,Ixodidae,1.0,
1164,Ixodes pacificus,Ixodidae,2.0,
1165,Ixodes persulcatus,Ixodidae,5.0,
1166,Ixodes ricinus,Ixodidae,5.0,
1167,Ixodes scapularis,Ixodidae,5.0,
1168,Ixodes trianguliceps,Ixodidae,1.0,
1169,Ixodes uriae,Ixodidae,1.0,
1170,Ixoreus naevius,Turdidae,3.0,
1171,Japonactaeon punctostriatus,Acteonidae,1.0,
1172,Jatropha cuneata,Euphorbiaceae,1.0,
1173,Jatropha dioica,Euphorbiaceae,1.0,
1174,Jaumea carnosa,Asteraceae,3.0,
1175,Jordanella floridae,Cyprinodontidae,1.0,
1176,Junco hyemalis,Emberizidae,4.0,
1177,Juncus arcticus,Juncaceae,1.0,
1178,Kinosternon baurii,Kinosternidae,2.0,
1179,Kinosternon subrubrum,Kinosternidae,3.0,
1180,Kobus ellipsiprymnus,Bovidae,1.0,
1181,Kryptolebias marmoratus,Rivulidae,1.0,
1182,Labeo rohita,Cyprinidae,1.0,
1183,Labidesthes sicculus,Atherinopsidae,1.0,
1184,Lacerta agilis,Lacertidae,2.0,
1185,Lachnanthes caroliniana,Haemodoraceae,1.0,
1186,Lactuca sativa,Asteraceae,1.0,
1187,Laevicardium substriatum,Cardiidae,4.0,
1188,Lagodon rhomboides,Sparidae,1.0,
1189,Lagopus muta,Phasianidae,2.0,
1190,Lagothrix lagothricha,Atelidae,1.0,
1191,Lagothrix lagotricha,Cebidae,1.0,
1192,Lama glama,Camelidae,5.0,
1193,Lama guanicoe,Camelidae,1.0,
1194,Lama pacos,Camelidae,2.0,
1195,Lampropeltis californiae,Colubridae,2.0,
1196,Lampropeltis getula,Colubridae,9.0,
1197,Lampropeltis triangulum,Colubridae,4.0,
1198,Lampsilis ovata,Unionidae,1.0,
1199,Lanius excubitor,Laniidae,1.0,
1200,Larimichthys crocea,Sciaenidae,1.0,
1201,Larrea tridentata,Zygophyllaceae,1.0,
1202,Larus argentatus,Laridae,8.0,
1203,Larus californicus,Laridae,24.0,
1204,Larus canus,Laridae,8.0,
1205,Larus delawarensis,Laridae,19.0,
1206,Larus dominicanus,Laridae,1.0,
1207,Larus glaucescens,Laridae,2.0,
1208,Larus hyperboreus,Laridae,1.0,
1209,Larus marinus,Laridae,1.0,
1210,Larus occidentalis,Laridae,16.0,
1211,Lasioglossum incompletum,Halictidae,1.0,
1212,Lasionycteris noctivagans,Vespertilionidae,1.0,
1213,Lasiorhinus latifrons,Vombatidae,1.0,
1214,Lasiurus blossevillii,Vespertilionidae,1.0,
1215,Lasiurus borealis,Vespertilionidae,3.0,
1216,Lasiurus cinereus,Vespertilionidae,1.0,
1217,Lasiurus ega,Vespertilionidae,1.0,
1218,Lasiurus intermedius,Vespertilionidae,1.0,
1219,Lasiurus seminolus,Vespertilionidae,1.0,
1220,Lebinthus bitaeniatus,Gryllidae,2.0,
1221,Leersia oryzoides,Poaceae,3.0,
1222,Leiostomus xanthurus,Sciaenidae,2.0,
1223,Leiothlypis peregrina,Parulidae,1.0,
1224,Lemmiscus curtatus,Cricetidae,1.0,
1225,Lemmiscus curtatus,Muridae,1.0,
1226,Lemna minor,Araceae,4.0,
1227,Lemna minuta,Araceae,1.0,
1228,Lemniscomys striatus,Muridae,1.0,
1229,Lemur catta,Lemuridae,2.0,
1230,Lensia subtiloides,Diphyidae,1.0,
1231,Leontopithecus chrysomelas,Callitrichidae,1.0,
1232,Leontopithecus chrysopygus,Callitrichidae,1.0,
1233,Leontopithecus rosalia,Callitrichidae,1.0,
1234,Leopardus geoffroyi,Felidae,3.0,
1235,Leopardus pardalis,Felidae,15.0,
1236,Leopardus tigrinus,Felidae,1.0,
1237,Leopardus wiedii,Felidae,1.0,
1238,Lepisosteus osseus,Lepisosteidae,1.0,
1239,Lepisosteus platyrhincus,Lepisosteidae,2.0,
1240,Lepomis auritus,Centrarchidae,1.0,
1241,Lepomis cyanellus,Centrarchidae,1.0,
1242,Lepomis gibbosus,Centrarchidae,6.0,
1243,Lepomis gulosus,Centrarchidae,1.0,
1244,Lepomis macrochirus,Centrarchidae,7.0,
1245,Lepomis marginatus,Centrarchidae,1.0,
1246,Lepomis megalotis,Centrarchidae,1.0,
1247,Lepomis microlophus,Centrarchidae,1.0,
1248,Lepomis punctatus,Centrarchidae,1.0,
1249,Leptailurus serval,Felidae,1.0,
1250,Leptinotarsa decemlineata,Chrysomelidae,1.0,
1251,Leptochloa panicea,Poaceae,1.0,
1252,Leptocottus armatus,Cottidae,8.0,
1253,Leptotila verreauxi,Columbidae,1.0,
1254,Leptotyphlops dulcis,Leptotyphlopidae,1.0,
1255,Lepus americanus,Leporidae,10.0,
1256,Lepus arcticus,Leporidae,1.0,
1257,Lepus californicus,Leporidae,6.0,
1258,Lepus europaeus,Leporidae,4.0,
1259,Lepus nigricollis,Leporidae,1.0,
1260,Lepus sylvaticus,Leporidae,3.0,
1261,Lepus townsendii,Leporidae,4.0,
1262,Lethocerus americanus,Belostomatidae,2.0,
1263,Leuciscus idus,Cyprinidae,2.0,
1264,Leuciscus leuciscus,Cyprinidae,1.0,
1265,Leucophaeus atricilla,Laridae,1.0,
1266,Levinseniella brachysoma,Microphallidae,2.0,
1267,Liatongus phanaeoides,Scarabaeidae,2.0,
1268,Libinia emarginata,Epialtidae,1.0,
1269,Libinia spinosa,Epialtidae,1.0,
1270,Ligustrum sinense,Oleaceae,1.0,
1271,Limax flavus,Limacidae,2.0,
1272,Limax maximus,Limacidae,2.0,
1273,Limnodromus scolopaceus,Scolopacidae,1.0,
1274,Limonium californicum,Plumbaginaceae,2.0,
1275,Limosa fedoa,Scolopacidae,17.0,
1276,Liobagrus andersoni,Amblycipitidae,1.0,
1277,Liomys adspersus,Heteromyidae,3.0,
1278,Lipoptena cervi,Hippoboscidae,1.0,
1279,Liquidambar styraciflua,Altingiaceae,1.0,
1280,Lithobates berlandieri,Ranidae,2.0,
1281,Lithobates catesbeianus,Ranidae,8.0,
1282,Lithobates clamitans,Ranidae,6.0,
1283,Lithobates grylio,Ranidae,1.0,
1284,Lithobates heckscheri,Ranidae,2.0,
1285,Lithobates pipiens,Ranidae,10.0,
1286,Lithobates sphenocephalus,Ranidae,2.0,
1287,Lithobates sylvaticus,Ranidae,3.0,
1288,Lithobius piceus,Lithobiidae,1.0,
1289,Litiopa melanostoma,Litiopidae,1.0,
1290,Litopenaeus setiferus,Penaeidae,1.0,
1291,Littorina littorea,Littorinidae,1.0,
1292,Loligo pealeii,Loliginidae,1.0,
1293,Lontra canadensis,Mustelidae,6.0,
1294,Lontra longicaudis,Mustelidae,1.0,
1295,Lophocebus albigena,Cercopithecidae,1.0,
1296,Lophodytes cucullatus,Anatidae,2.0,
1297,Lota lota,Lotidae,1.0,
1298,Loxodonta africana,Elephantidae,1.0,
1299,Lucania goodei,Fundulidae,1.0,
1300,Lucania parva,Fundulidae,1.0,
1301,Lucilia bufonivora,Calliphoridae,1.0,
1302,Luciobarbus brachycephalus,Cyprinidae,2.0,
1303,Ludwigia leptocarpa,Onagraceae,1.0,
1304,Luffa aegyptiaca,Cucurbitaceae,1.0,
1305,Lumbriculus variegatus,Lumbriculidae,2.0,
1306,Lumbricus rubellus,Lumbricidae,4.0,
1307,Lumbricus terrestris,Lumbricidae,6.0,
1308,Lutjanus argentiventris,Lutjanidae,2.0,
1309,Lutjanus guttatus,Lutjanidae,1.0,
1310,Lutra lutra,Mustelidae,7.0,
1311,Lycalopex culpaeus,Canidae,2.0,
1312,Lycalopex gymnocercus,Canidae,4.0,
1313,Lycalopex vetulus,Canidae,1.0,
1314,Lycaon pictus,Canidae,3.0,
1315,Lycium ferocissimum,Solanaceae,1.0,
1316,Lymantria dispar,Erebidae,1.0,
1317,Lymantria dispar,Lymantriidae,2.0,
1318,Lymnaea peregra,Lymnaeidae,2.0,
1319,Lymnaea stagnalis,Lymnaeidae,2.0,
1320,Lynx canadensis,Felidae,11.0,
1321,Lynx lynx,Felidae,17.0,
1322,Lynx pardinus,Felidae,11.0,
1323,Lynx rufus,Felidae,32.0,
1324,Lyonsia hyalina,Lyonsiidae,1.0,
1325,Maackia herderiana,Baicaliidae,1.0,
1326,Macaca cyclopis,Cercopithecidae,1.0,
1327,Macaca fascicularis,Cercopithecidae,2.0,
1328,Macaca fuscata,Cercopithecidae,4.0,
1329,Macaca mulatta,Cercopithecidae,9.0,
1330,Macaca sinica,Cercopithecidae,2.0,
1331,Macoma balthica,Tellinidae,1.0,
1332,Macoma nasuta,Tellinidae,8.0,
1333,Macoma secta,Tellinidae,5.0,
1334,Macomona liliana,Tellinidae,1.0,
1335,Macrobrachium rosenbergii,Palaemonidae,1.0,
1336,Macroclymenella stewartensis,Maldanidae,1.0,
1337,Macrocyclops albidus,Cyclopidae,2.0,
1338,Macropus agilis,Macropodidae,1.0,
1339,Macropus bernardus,Macropodidae,1.0,
1340,Macropus eugenii,Macropodidae,1.0,
1341,Macropus fuliginosus,Macropodidae,1.0,
1342,Macropus giganteus,Macropodidae,1.0,
1343,Macropus parma,Macropodidae,2.0,
1344,Macropus parryi,Macropodidae,1.0,
1345,Macropus robustus,Macropodidae,1.0,
1346,Macropus rufogriseus,Macropodidae,1.0,
1347,Macropus rufus,Macropodidae,2.0,
1348,Macrosteles quadrilineatus,Cicadellidae,1.0,
1349,Malaclemys terrapin,Emydidae,1.0,
1350,Malacolimax tenellus,Limacidae,2.0,
1351,Malus domestica,Rosaceae,1.0,
1352,Mamestra brassicae,Noctuidae,1.0,
1353,Mandrillus sphinx,Renaliaceae,1.0,
1354,Manduca sexta,Sphingidae,1.0,
1355,Mangifera indica,Anacardiaceae,1.0,
1356,Manihot esculenta,Euphorbiaceae,1.0,
1357,Margarops fuscatus,Mimidae,1.0,
1358,Maritrema novaezealandense,Microphallidae,1.0,
1359,Maritrema subdolum,Microphallidae,2.0,
1360,Marmota bobak,Sciuridae,2.0,
1361,Marmota broweri,Sciuridae,1.0,
1362,Marmota caudata,Sciuridae,2.0,
1363,Marmota flaviventris,Sciuridae,4.0,
1364,Marmota monax,Sciuridae,10.0,
1365,Martes americana,Mustelidae,14.0,
1366,Martes foina,Mustelidae,8.0,
1367,Martes martes,Mustelidae,9.0,
1368,Martes melampus,Mustelidae,5.0,
1369,Martes pennanti,Mustelidae,10.0,
1370,Martes zibellina,Mustelidae,2.0,
1371,Masticophis flagellum,Colubridae,1.0,
1372,Masticophis lateralis,Colubridae,2.0,
1373,Masticophis taeniatus,Colubridae,2.0,
1374,Mazama americana,Cervidae,1.0,
1375,Mazama gouazoupira,Cervidae,1.0,
1376,Medicago sativa,Fabaceae,1.0,
1377,Megaceryle alcyon,Alcedinidae,13.0,
1378,Megalurus timoriensis,Sylviidae,1.0,
1379,Megaptera novaeangliae,Balaenopteridae,1.0,
1380,Megascops asio,Strigidae,4.0,
1381,Megascops kennicottii,Strigidae,4.0,
1382,Meioceras nitidum,Caecidae,1.0,
1383,Melampus olivaceus,Ellobiidae,2.0,
1384,Melanerpes formicivorus,Picidae,2.0,
1385,Melanerpes lewis,Picidae,1.0,
1386,Melanerpes portoricensis,Picidae,1.0,
1387,Melanerpes uropygialis,Picidae,1.0,
1388,Melanitta fusca,Anatidae,1.0,
1389,Melanitta perspicillata,Anatidae,12.0,
1390,Melanoplus bivittatus,Acrididae,1.0,
1391,Meleagris gallopavo,Phasianidae,11.0,
1392,Meles meles,Mustelidae,19.0,
1393,Mellita quinquiesperforata,Mellitidae,1.0,
1394,Melogale moschata,Mustelidae,1.0,
1395,Melopsittacus undulatus,Psittacidae,1.0,
1396,Melospiza melodia,Emberizidae,2.0,
1397,Menidia beryllina,Atherinopsidae,2.0,
1398,Menidia peninsulae,Atherinopsidae,1.0,
1399,Menippe adina,Menippidae,1.0,
1400,Menippe mercenaria,Menippidae,1.0,
1401,Mephitis macroura,Mephitidae,1.0,
1402,Mephitis mephitis,Mephitidae,43.0,
1403,Mepraia spinolai,Reduviidae,1.0,
1404,Mergus americanus,Anatidae,2.0,
1405,Mergus merganser,Anatidae,3.0,
1406,Mergus serrator,Anatidae,1.0,
1407,Meriones libycus,Muridae,1.0,
1408,Meriones unguiculatus,Muridae,3.0,
1409,Mesocricetus auratus,Cricetidae,3.0,
1410,Mesocricetus auratus,Muridae,6.0,
1411,Mesocyclops aspericornis,Cyclopidae,2.0,
1412,Mesocyclops leuckarti,Cyclopidae,6.0,
1413,Mesodon thyroides,Polygyridae,1.0,
1414,Mesodon thyroidus,Polygyridae,1.0,
1415,Mesostephanus appendiculatoides,Cyathocotylidae,13.0,
1416,Mesostephanus appendiculatus,Cyathocotylidae,5.0,
1417,Mico emiliae,Callitrichidae,1.0,
1418,Micrathene whitneyi,Strigidae,1.0,
1419,Microdipodops megacephalus,Heteromyidae,1.0,
1420,Microphallus claviformis,Microphallidae,2.0,
1421,Micropogonias megalops,Sciaenidae,1.0,
1422,Micropogonias undulatus,Sciaenidae,3.0,
1423,Micropterus coosae,Centrarchidae,1.0,
1424,Micropterus dolomieu,Centrarchidae,1.0,
1425,Micropterus salmoides,Centrarchidae,4.0,
1426,Microtus abbreviatus,Muridae,1.0,
1427,Microtus agrestis,Cricetidae,1.0,
1428,Microtus agrestis,Muridae,6.0,
1429,Microtus arvalis,Muridae,8.0,
1430,Microtus californicus,Cricetidae,3.0,
1431,Microtus californicus,Muridae,3.0,
1432,Microtus longicaudus,Cricetidae,1.0,
1433,Microtus longicaudus,Muridae,1.0,
1434,Microtus miurus,Cricetidae,2.0,
1435,Microtus montanus,Cricetidae,4.0,
1436,Microtus ochrogaster,Cricetidae,4.0,
1437,Microtus ochrogaster,Muridae,2.0,
1438,Microtus oeconomus,Cricetidae,1.0,
1439,Microtus oeconomus,Muridae,10.0,
1440,Microtus pennsylvanicus,Cricetidae,6.0,
1441,Microtus pennsylvanicus,Muridae,7.0,
1442,Microtus pinetorum,Cricetidae,1.0,
1443,Microtus pinetorum,Muridae,2.0,
1444,Microtus socialis,Muridae,1.0,
1445,Microtus subterraneus,Muridae,2.0,
1446,Microtus townsendii,Cricetidae,2.0,
1447,Microtus xanthognathus,Muridae,3.0,
1448,Milvus migrans,Accipitridae,3.0,
1449,Mimosa pudica,Fabaceae,1.0,
1450,Mimus polyglottos,Mimidae,2.0,
1451,Miniopterus australis,Vespertilionidae,1.0,
1452,Miopithecus talapoin,Cercopithecidae,1.0,
1453,Mirounga angustirostris,Phocidae,5.0,
1454,Misgurnus anguillicaudatus,Cobitidae,4.0,
1455,Molossops abrasus,Molossidae,1.0,
1456,Molossops neglectus,Molossidae,1.0,
1457,Molossus molossus,Molossidae,1.0,
1458,Molossus rufus,Molossidae,1.0,
1459,Molothrus ater,Icteridae,2.0,
1460,Monachus schauinslandi,Phocidae,7.0,
1461,Monodelphis brevicaudata,Didelphidae,1.0,
1462,Monodon monoceros,Monodontidae,2.0,
1463,Monopterus albus,Synbranchidae,2.0,
1464,Monopterus cuchia,Synbranchidae,1.0,
1465,Monorchis parvus,Monorchiidae,1.0,
1466,Morella cerifera,Myricaceae,2.0,
1467,Morone americana,Moronidae,3.0,
1468,Morone saxatilis,Moronidae,1.0,
1469,Moschus berezovskii,Moschidae,2.0,
1470,Mouse,Picornaviridae,3.0,
1471,Moxostoma macrolepidotum,Catostomidae,2.0,
1472,Mugil broussonnetii,Mugilidae,1.0,
1473,Mugil cephalus,Mugilidae,14.0,
1474,Mugil curema,Mugilidae,2.0,
1475,Mugil gyrans,Mugilidae,1.0,
1476,Mugil platanus,Mugilidae,1.0,
1477,Mulinia lateralis,Mactridae,1.0,
1478,Mungos mungo,Herpestidae,1.0,
1479,Muntiacus reevesi,Cervidae,4.0,
1480,Murdannia nudiflora,Commelinaceae,1.0,
1481,Mus musculus,Muridae,61.0,
1482,Mus spretus,Muridae,2.0,
1483,Musa acuminata,Musaceae,1.0,
1484,Musa paradisiaca,Musaceae,1.0,
1485,Musca domestica,Muscidae,3.0,
1486,Muscardinus avellanarius,Myoxidae,1.0,
1487,Mustela erminea,Mustelidae,11.0,
1488,Mustela frenata,Mustelidae,7.0,
1489,Mustela itatsi,Mustelidae,3.0,
1490,Mustela lutreola,Mustelidae,7.0,
1491,Mustela nivalis,Mustelidae,6.0,
1492,Mustela putorius,Mustelidae,23.0,
1493,Mustela sibirica,Mustelidae,2.0,
1494,Mya arenaria,Myidae,1.0,
1495,Myadestes townsendi,Turdidae,1.0,
1496,Mycteria americana,Ciconiidae,4.0,
1497,Mydaus marchei,Mephitidae,1.0,
1498,Myocastor coypus,Echimyidae,2.0,
1499,Myocastor coypus,Myocastoridae,1.0,
1500,Myodes gapperi,Cricetidae,2.0,
1501,Myodes glareolus,Cricetidae,2.0,
1502,Myodes glareolus,Muridae,2.0,
1503,Myodes rufocanus,Cricetidae,1.0,
1504,Myodes rutilus,Cricetidae,5.0,
1505,Myotis albescens,Vespertilionidae,2.0,
1506,Myotis austroriparius,Vespertilionidae,1.0,
1507,Myotis californicus,Vespertilionidae,1.0,
1508,Myotis chiloensis,Vespertilionidae,1.0,
1509,Myotis daubentoni,Vespertilionidae,2.0,
1510,Myotis evotis,Vespertilionidae,1.0,
1511,Myotis grisescens,Vespertilionidae,1.0,
1512,Myotis keenii,Vespertilionidae,1.0,
1513,Myotis leibii,Vespertilionidae,1.0,
1514,Myotis levis,Vespertilionidae,2.0,
1515,Myotis lucifugus,Vespertilionidae,4.0,
1516,Myotis nigricans,Vespertilionidae,2.0,
1517,Myotis riparius,Vespertilionidae,1.0,
1518,Myotis ruber,Vespertilionidae,1.0,
1519,Myotis thysanodes,Vespertilionidae,1.0,
1520,Myotis velifer,Vespertilionidae,1.0,
1521,Myotis yumanensis,Vespertilionidae,1.0,
1522,Myoxocephalus octodecemspinosus,Cottidae,1.0,
1523,Myriophyllum sibiricum,Haloragaceae,1.0,
1524,Myriophyllum spicatum,Haloragaceae,1.0,
1525,Mytilicola intestinalis,Mytilicolidae,1.0,
1526,Mytilus edulis,Mytilidae,5.0,
1527,Mytilus galloprovincialis,Mytilidae,4.0,
1528,Naemorhedus crispus,Bovidae,3.0,
1529,Naemorhedus goral,Bovidae,1.0,
1530,Najas flexilis,Hydrocharitaceae,1.0,
1531,Najas guadalupensis,Hydrocharitaceae,2.0,
1532,Nanger soemmerringii,Bovidae,1.0,
1533,Napaeozapus insignis,Dipodidae,1.0,
1534,Narceus americanus,Spirobolidae,2.0,
1535,Narceus annularis,Spirobolidae,1.0,
1536,Nasalis larvatus,Cercopithecidae,1.0,
1537,Nassarius acutus,Nassariidae,1.0,
1538,Nassarius tiarula,Nassariidae,1.0,
1539,Nasua narica,Procyonidae,2.0,
1540,Nasua nasua,Procyonidae,8.0,
1541,Nelumbo lutea,Nelumbonaceae,1.0,
1542,Neofelis diardi,Felidae,1.0,
1543,Neofiber alleni,Cricetidae,2.0,
1544,Neogobius fluviatilis,Gobiidae,1.0,
1545,Neogobius melanostomus,Gobiidae,1.0,
1546,Neomaja goltziana,Majidae,1.0,
1547,Neomysis awatschensis,Mysidae,1.0,
1548,Neophoca cinerea,Otariidae,1.0,
1549,Neotoma albigula,Muridae,1.0,
1550,Neotoma cinerea,Cricetidae,5.0,
1551,Neotoma cinerea,Muridae,1.0,
1552,Neotoma floridana,Muridae,2.0,
1553,Neotoma fuscipes,Cricetidae,2.0,
1554,Neotoma fuscipes,Muridae,2.0,
1555,Neotoma lepida,Cricetidae,3.0,
1556,Neotoma lepida,Muridae,2.0,
1557,Neotoma magister,Muridae,1.0,
1558,Neotoma micropus,Cricetidae,1.0,
1559,Neotrypaea californiensis,Callianassidae,2.0,
1560,Neovison vison,Mustelidae,37.0,
1561,Nephtys hombergii,Nephtyidae,1.0,
1562,Nereis diversicolor,Nereididae,1.0,
1563,Nerocila californica,Cymothoidae,8.0,
1564,Nerodia cyclopion,Colubridae,4.0,
1565,Nerodia erythrogaster,Colubridae,2.0,
1566,Nerodia fasciata,Colubridae,4.0,
1567,Nerodia rhombifer,Colubridae,2.0,
1568,Nerodia sipedon,Colubridae,4.0,
1569,Nerodia taxispilota,Colubridae,3.0,
1570,Nestor meridionalis,Psittacidae,1.0,
1571,Neurotrichus gibbsii,Talpidae,6.0,
1572,Nicotiana glauca,Solanaceae,2.0,
1573,Nicotiana tabacum,Solanaceae,1.0,
1574,Nipponocypris temminckii,Cyprinidae,2.0,
1575,Nitella furcata,Characeae,1.0,
1576,Niviventer confucianus,Muridae,2.0,
1577,Niviventer coxingi,Muridae,1.0,
1578,Niviventer eha,Muridae,1.0,
1579,Niviventer niviventer,Muridae,1.0,
1580,Noctilio albiventris,Noctilionidae,1.0,
1581,Notemigonus crysoleucas,Cyprinidae,3.0,
1582,Notocotylus ephemera,Notocotylidae,2.0,
1583,Notophthalmus viridescens,Salamandridae,1.0,
1584,Notropis boucardi,Cyprinidae,1.0,
1585,Noturus gyrinus,Ictaluridae,1.0,
1586,Nucifraga columbiana,Corvidae,3.0,
1587,Nucula dunedinensis,Nuculidae,1.0,
1588,Numenius americanus,Scolopacidae,17.0,
1589,Numenius phaeopus,Scolopacidae,2.0,
1590,Nuttallia nuttallii,Psammobiidae,5.0,
1591,Nyctanassa violacea,Ardeidae,2.0,
1592,Nyctereutes procyonoides,Canidae,23.0,
1593,Nycticeius humeralis,Vespertilionidae,3.0,
1594,Nycticorax caledonicus,Ardeidae,1.0,
1595,Nycticorax nycticorax,Ardeidae,21.0,
1596,Nyctidromus albicollis,Caprimulgidae,1.0,
1597,Nyctinomops laticaudatus,Molossidae,1.0,
1598,Nyctinomops macrotis,Molossidae,1.0,
1599,Nyctomys sumichrasti,Muridae,1.0,
1600,Nymphaea odorata,Nymphaeaceae,2.0,
1601,Nymphalis io,Nymphalidae,1.0,
1602,Nymphicus hollandicus,Psittacidae,1.0,
1603,Nyssa sylvatica,Nyssaceae,1.0,
1604,Oceanodroma furcata,Hydrobatidae,1.0,
1605,Ochotona princeps,Ochotonidae,1.0,
1606,Ochrotomys nuttalli,Muridae,1.0,
1607,Octodon degus,Octodontidae,1.0,
1608,Ocypode quadrata,Ocypodidae,2.0,
1609,Odobenus rosmarus,Odobenidae,6.0,
1610,Odocoileus hemionus,Cervidae,15.0,
1611,Odocoileus virginianus,Cervidae,33.0,
1612,Odontobutis obscura,Odontobutidae,3.0,
1613,Okapia johnstoni,Giraffidae,1.0,
1614,Oligoryzomys fulvescens,Muridae,3.0,
1615,Oligoryzomys longicaudatus,Cricetidae,1.0,
1616,Olivella minuta,Olivellidae,1.0,
1617,Olivella watermani,Olivellidae,1.0,
1618,Ommatotriton vittatus,Salamandridae,1.0,
1619,Ompok bimaculatus,Siluridae,2.0,
1620,Ompok pabda,Siluridae,1.0,
1621,Oncopeltus fasciatus,Lygaeidae,1.0,
1622,Oncorhynchus clarkii,Salmonidae,1.0,
1623,Oncorhynchus gorbuscha,Salmonidae,1.0,
1624,Oncorhynchus keta,Salmonidae,2.0,
1625,Oncorhynchus kisutch,Salmonidae,1.0,
1626,Oncorhynchus masou,Salmonidae,1.0,
1627,Oncorhynchus mykiss,Salmonidae,2.0,
1628,Oncorhynchus nerka,Salmonidae,2.0,
1629,Oncorhynchus tshawytscha,Salmonidae,1.0,
1630,Ondatra zibethicus,Cricetidae,12.0,
1631,Ondatra zibethicus,Muridae,13.0,
1632,Oniticellus fulvus,Scarabaeidae,2.0,
1633,Onthophagus hecate,Scarabaeidae,2.0,
1634,Onthophagus pennsylvanicus,Scarabaeidae,2.0,
1635,Onthophagus taurus,Scarabaeidae,2.0,
1636,Onthophagus transcaspicus,Scarabaeidae,2.0,
1637,Onychogalea fraenata,Macropodidae,2.0,
1638,Onychomys arenicola,Muridae,1.0,
1639,Onychomys leucogaster,Cricetidae,1.0,
1640,Onychoteuthis borealijaponicus,Onychoteuthidae,1.0,
1641,Opheodrys vernalis,Colubridae,1.0,
1642,Ophiodon elongatus,Hexagrammidae,1.0,
1643,Opisthonema oglinum,Clupeidae,1.0,
1644,Opsanus tau,Batrachoididae,2.0,
1645,Opsariichthys uncirostris,Cyprinidae,1.0,
1646,Orconectes rusticus,Cambaridae,1.0,
1647,Orconectes virilis,Cambaridae,1.0,
1648,Oreamnos americanus,Bovidae,1.0,
1649,Oreochromis aureus,Cichlidae,1.0,
1650,Oreochromis mossambicus,Cichlidae,1.0,
1651,Oreoscoptes montanus,Mimidae,1.0,
1652,Ornithodoros coriaceus,Argasidae,1.0,
1653,Ornithorhynchus anatinus,Ornithorhynchidae,1.0,
1654,Oryctes rhinoceros,Dynastidae,1.0,
1655,Oryctolagus cuniculus,Leporidae,32.0,
1656,Oryx algazel,Bovidae,1.0,
1657,Oryx gazella,Bovidae,1.0,
1658,Oryza sativa,Poaceae,4.0,
1659,Oryzomys albigularis,Muridae,1.0,
1660,Oryzomys alfaroi,Muridae,1.0,
1661,Oryzomys capito,Muridae,1.0,
1662,Oryzomys macconnelli,Muridae,1.0,
1663,Oryzomys palustris,Cricetidae,1.0,
1664,Oryzomys palustris,Muridae,1.0,
1665,Osmerus mordax,Osmeridae,2.0,
1666,Ostrinia nubilalis,Crambidae,1.0,
1667,Otaria flavescens,Otariidae,1.0,
1668,Otiorhynchus ligustici,Curculionidae,1.0,
1669,Otocyon megalotis,Canidae,2.0,
1670,Otolithes ruber,Sciaenidae,1.0,
1671,Otophorus haemorrhoidalis,Aphodiidae,2.0,
1672,Otospermophilus beecheyi,Sciuridae,2.0,
1673,Otospermophilus variegatus,Sciuridae,3.0,
1674,Ovibos moschatus,Bovidae,2.0,
1675,Ovis ammon,Bovidae,3.0,
1676,Ovis aries,Bovidae,45.0,
1677,Ovis canadensis,Bovidae,6.0,
1678,Oxychilus glaber,Oxychilidae,2.0,
1679,Oxyura jamaicensis,Anatidae,1.0,
1680,Ozotoceros bezoarticus,Cervidae,3.0,
1681,Pachygrapsus crassipes,Grapsidae,12.0,
1682,Paguma larvata,Viverridae,2.0,
1683,Pagurus anachoretus,Paguridae,1.0,
1684,Palaemonetes paludosus,Palaemonidae,1.0,
