Id,Label,Family,sourceTaxonName,targetTaxonFamilyName
2229,Tandonia rustica,Milacidae,2.0,
2230,Tapirus bairdii,Tapiridae,2.0,
2231,Tapirus terrestris,Tapiridae,2.0,
2232,Tarantinaea lignarius,Fasciolariidae,1.0,
2233,Taurotragus oryx,Bovidae,3.0,
2234,Taxidea taxus,Mustelidae,16.0,
2235,Taxodium distichum,Cupressaceae,1.0,
2236,Tayassu pecari,Tayassuidae,1.0,
2237,Tenebrio molitor,Tenebrionidae,1.0,
2238,Terrapene carolina,Emydidae,2.0,
2239,Terrapene ornata,Emydidae,1.0,
2240,Tetracerus quadricornis,Bovidae,1.0,
2241,Tetrao urogallus,Phasianidae,1.0,
2242,Tetrix subulata,Tetrigidae,1.0,
2243,Teuchestes fossor,Aphodiidae,2.0,
2244,Thalasseus maximus,Laridae,1.0,
2245,Thalassia testudinum,Hydrocharitaceae,1.0,
2246,Thamnophis atratus,Colubridae,4.0,
2247,Thamnophis butleri,Colubridae,4.0,
2248,Thamnophis cyrtopsis,Colubridae,1.0,
2249,Thamnophis eques,Colubridae,2.0,
2250,Thamnophis sauritus,Colubridae,2.0,
2251,Thamnophis sirtalis,Colubridae,2.0,
2252,Thermocyclops hyalinus,Cyclopidae,2.0,
2253,Thermocyclops nigerianus,Cyclopidae,2.0,
2254,Thomomys bottae,Geomyidae,4.0,
2255,Thomomys mazama,Geomyidae,1.0,
2256,Thomomys talpoides,Geomyidae,4.0,
2257,Thomomys townsendii,Geomyidae,4.0,
2258,Thorectes lusitanicus,Geotrupidae,1.0,
2259,Thorichthys pasionis,Cichlidae,1.0,
2260,Threskiornis molucca,Threskiornithidae,2.0,
2261,Thylamys elegans,Didelphidae,1.0,
2262,Thylogale billardierii,Macropodidae,1.0,
2263,Thymallus arcticus,Salmonidae,1.0,
2264,Thyroptera tricolor,Thyropteridae,1.0,
2265,Tigrisoma mexicanum,Ardeidae,2.0,
2266,Timarcha tenebricosa,Chrysomelidae,1.0,
2267,Tinca tinca,Cyprinidae,1.0,
2268,Tonatia bidens,Phyllostomidae,1.0,
2269,Tonatia silvicola,Phyllostomidae,1.0,
2270,Toxomerus marginatus,Syrphidae,1.0,
2271,Toxostoma bendirei,Mimidae,1.0,
2272,Toxostoma rufum,Mimidae,1.0,
2273,Trachelipus squamuliger,Trachelipodidae,2.0,
2274,Trachemys scripta,Emydidae,5.0,
2275,Trachinotus carolinus,Carangidae,1.0,
2276,Trachipterus trachypterus,Trachipteridae,1.0,
2277,Trachypithecus vetulus,Cercopithecidae,3.0,
2278,Tragelaphus angasii,Bovidae,1.0,
2279,Tragelaphus eurycerus,Bovidae,1.0,
2280,Tragelaphus imberbis,Bovidae,1.0,
2281,Tragelaphus scriptus,Bovidae,1.0,
2282,Tragelaphus strepsiceros,Bovidae,3.0,
2283,Triadenum walteri,Hypericaceae,1.0,
2284,Triakis semifasciata,Triakidae,1.0,
2285,Triatoma dimidiata,Reduviidae,1.0,
2286,Triatoma infestans,Reduviidae,1.0,
2287,Triatoma nitida,Reduviidae,1.0,
2288,Triatoma protracta,Reduviidae,2.0,
2289,Triatoma rubrovaria,Reduviidae,1.0,
2290,Triatoma sanguisuga,Reduviidae,1.0,
2291,Tribolium confusum,Tenebrionidae,2.0,
2292,Tribolodon brandtii,Cyprinidae,2.0,
2293,Tribolodon hakonensis,Cyprinidae,2.0,
2294,Tribolodon sachalinensis,Cyprinidae,1.0,
2295,Trichesthes crinita,Melolonthidae,2.0,
2296,Trichiurus lepturus,Trichiuridae,1.0,
2297,Trichogaster fasciata,Osphronemidae,1.0,
2298,Trichopodus pectoralis,Osphronemidae,2.0,
2299,Trichopodus trichopterus,Osphronemidae,2.0,
2300,Trichosurus vulpecula,Phalangeridae,2.0,
2301,Triglochin maritima,Juncaginaceae,1.0,
2302,Trinectes maculatus,Achiridae,1.0,
2303,Tringa flavipes,Scolopacidae,1.0,
2304,Tringa melanoleuca,Scolopacidae,13.0,
2305,Tringa semipalmata,Scolopacidae,18.0,
2306,Triticum aestivum,Poaceae,5.0,
2307,Troglodytes aedon,Troglodytidae,1.0,
2308,Tscherskia triton,Muridae,1.0,
2309,Turbonilla interrupta,Pyramidellidae,1.0,
2310,Turdus merula,Muscicapidae,2.0,
2311,Turdus merula,Turdidae,1.0,
2312,Turdus migratorius,Turdidae,9.0,
2313,Turdus philomelos,Muscicapidae,1.0,
2314,Tursiops aduncus,Delphinidae,1.0,
2315,Tursiops truncatus,Delphinidae,2.0,
2316,Tympanuchus phasianellus,Phasianidae,3.0,
2317,Typha latifolia,Typhaceae,1.0,
2318,Typosyllis adamanteus,Syllidae,1.0,
2319,Tyrannus verticalis,Tyrannidae,1.0,
2320,Tyto alba,Tytonidae,3.0,
2321,Uca crenulata,Ocypodidae,12.0,
2322,Ulmus americana,Ulmaceae,1.0,
2323,Ulmus glabra,Ulmaceae,1.0,
2324,Uncia uncia,Felidae,1.0,
2325,Unio pictorum,Unionidae,1.0,
2326,Upogebia macginitieorum,Upogebiidae,1.0,
2327,Uria aalge,Alcidae,1.0,
2328,Uria lomvia,Alcidae,1.0,
2329,Urochloa fusca,Poaceae,1.0,
2330,Urochloa reptans,Poaceae,1.0,
2331,Urocitellus beldingi,Sciuridae,2.0,
2332,Urocitellus washingtoni,Sciuridae,1.0,
2333,Urocyon cinereoargenteus,Canidae,42.0,
2334,Urocyon littoralis,Canidae,3.0,
2335,Uroderma bilobatum,Phyllostomidae,1.0,
2336,Ursus americanus,Ursidae,35.0,
2337,Ursus arctos,Ursidae,7.0,
2338,Ursus maritimus,Ursidae,3.0,
2339,Ursus thibetanus,Ursidae,2.0,
2340,Vaccinium uliginosum,Ericaceae,1.0,
2341,Vachellia farnesiana,Fabaceae,1.0,
2342,Valamugil speigleri,Mugilidae,1.0,
2343,Vanellus chilensis,Charadriidae,1.0,
2344,Vanellus miles,Charadriidae,1.0,
2345,Varecia variegata,Lemuridae,1.0,
2346,Viburnum prunifolium,Adoxaceae,1.0,
2347,Vicia faba,Fabaceae,1.0,
2348,Vigna luteola,Fabaceae,1.0,
2349,Vimba vimba,Cyprinidae,1.0,
2350,Vireo altiloquus,Vireonidae,1.0,
2351,Virgularia presbytes,Virgulariidae,1.0,
2352,Vitis cinerea,Vitaceae,1.0,
2353,Vitis rotundifolia,Vitaceae,1.0,
2354,Vitis vinifera,Vitaceae,1.0,
2355,Viverricula indica,Viverridae,2.0,
2356,Viviparus georgianus,Viviparidae,1.0,
2357,Vombatus ursinus,Vombatidae,1.0,
2358,Vulpes cascadensis,Canidae,1.0,
2359,Vulpes chama,Canidae,1.0,
2360,Vulpes corsac,Canidae,2.0,
2361,Vulpes lagopus,Canidae,19.0,
2362,Vulpes macrotis,Canidae,8.0,
2363,Vulpes velox,Canidae,10.0,
2364,Vulpes vulpes,Canidae,73.0,
2365,Wallabia bicolor,Macropodidae,1.0,
2366,Wallago attu,Siluridae,1.0,
2367,Wilsonia citrina,Parulidae,2.0,
2368,Xanthium strumarium,Asteraceae,1.0,
2369,Xenentodon cancila,Belonidae,1.0,
2370,Xenopus laevis,Pipidae,2.0,
2371,Xerospermophilus tereticaudus,Sciuridae,1.0,
2372,Xiphophorus hellerii,Poeciliidae,1.0,
2373,Yunnanacris yunnaneus,Acrididae,1.0,
2374,Zalophus californianus,Otariidae,12.0,
2375,Zannichellia palustris,Potamogetonaceae,3.0,
2376,Zanthoxylum fagara,Rutaceae,1.0,
2377,Zapus princeps,Dipodidae,3.0,
2378,Zapus trinotatus,Dipodidae,1.0,
2379,Zea mays,Poaceae,7.0,
2380,Zenaida asiatica,Columbidae,4.0,
2381,Zenaida macroura,Columbidae,6.0,
2382,Zingiber officinale,Zingiberaceae,1.0,
2383,Zizania aquatica,Poaceae,1.0,
2384,Ziziphus obtusifolia,Rhamnaceae,1.0,
2385,Zonotrichia albicollis,Emberizidae,2.0,
2386,Zostera marina,Zosteraceae,2.0,
2387,Zosterops japonicus,Zosteropidae,1.0,
2388,Zygodontomys brevicauda,Muridae,2.0,
2389,Zygodontomys microtinus,Cricetidae,2.0,
